Stocks holdings ,,,,,,,,,
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of funds*,Sector,Market,Security depository receipt type
,2303730,HLTOY,Hellenic Telecommunications Organization SA,1444416,"$11,656,437.12 ",0.002716573,Integrated Telecommunication Services,GR,ADR
,6460590,PHOE,Phoenix Holdings Ltd.,1924289,"$11,644,218.64 ",0.002713726,Multi-line Insurance,IL,---
,2314947,ENIA,Enel Americas SA ADR,1060113,"$11,640,040.74 ",0.002712752,Electric Utilities,CL,ADR
,6894928,5975,Topre Corp.,722003,"$11,636,721.03 ",0.002711978,Auto Parts & Equipment,JP,---
,6556938,ABMB,Alliance Bank Malaysia Bhd.,18084653,"$11,636,116.39 ",0.002711837,Diversified Banks,MY,---
,B1GJFG8,3533,Lotes Co. Ltd.,1079038,"$11,632,358.26 ",0.002710962,Electronic Components,TW,---
,6451022,5385,Hyundai Motor Co. Preference Shares,187712,"$11,626,309.09 ",0.002709552,Automobile Manufacturers,KR,---
,B1MP4H4,IDEA,Vodafone Idea Ltd.,134704999,"$11,608,683.04 ",0.002705444,Wireless Telecommunication Services,IN,---
,B0JCH50,HOLI,Hollysys Automation Technologies Ltd.,707191,"$11,605,004.31 ",0.002704587,Electronic Equipment & Instruments,VG,---
,6877811,9917,Taiwan Secom Co. Ltd.,3916466,"$11,600,413.45 ",0.002703517,Security & Alarm Services,TW,---
,B7WJ1F5,TRQ,Turquoise Hill Resources Ltd.,15850645,"$11,596,097.76 ",0.002702511,Diversified Metals & Mining,CA,---
,B6ZFBN1,ARG,Argosy Property Ltd.,12466127,"$11,588,173.17 ",0.002700664,Diversified REITs,NZ,---
,BYMTNB4,AVN,Aventus Group,5797563,"$11,586,328.80 ",0.002700234,Retail REITs,AU,---
,6354671,639,Shougang Fushan Resources Group Ltd.,53599182,"$11,575,446.78 ",0.002697698,Steel,HK,---
,6378217,10120,LS Industrial Systems Co. Ltd.,245772,"$11,574,937.80 ",0.00269758,Electrical Components & Equipment,KR,---
,B8L1DR5,FGV,FGV Holdings Bhd.,31128350,"$11,574,590.18 ",0.002697499,Agricultural Products,MY,---
,6642536,7287,Nippon Seiki Co. Ltd.,707321,"$11,573,288.13 ",0.002697195,Auto Parts & Equipment,JP,---
,B0HZGR6,P40U,Starhill Global REIT,21451526,"$11,573,102.82 ",0.002697152,Retail REITs,SG,---
,6673172,1565,St. Shine Optical Co. Ltd.,761727,"$11,561,093.95 ",0.002694353,Health Care Supplies,TW,---
,6739739,SFR,Sandfire Resources NL,2751039,"$11,559,189.26 ",0.002693909,Copper,AU,---
,B27WLD2,410,SOHO China Ltd.,30604276,"$11,545,244.77 ",0.00269066,Real Estate Operating Companies,KY,---
,5541979,OBEL,Orange Belgium SA,496974,"$11,542,355.32 ",0.002689986,Wireless Telecommunication Services,BE,---
,6439040,3593,Hogy Medical Co. Ltd.,353563,"$11,535,503.39 ",0.002688389,Health Care Supplies,JP,---
,6015644,347,Angang Steel Co. Ltd.,27719390,"$11,534,353.50 ",0.002688121,Steel,CN,---
,6036582,4676,Fuji Media Holdings Inc.,811582,"$11,523,133.42 ",0.002685506,Broadcasting,JP,---
,B3NS1W0,ARZZ3,Arezzo Industria e Comercio SA,722827,"$11,522,457.86 ",0.002685349,Footwear,BR,---
,B5B27G4,RSTI,ROSSETI PJSC,516945133,"$11,520,937.93 ",0.002684995,Electric Utilities,RU,---
,BKM2MW9,VEC,Vectura Group plc,9373728,"$11,505,249.23 ",0.002681338,Pharmaceuticals,GB,---
,BP3R2R3,601989,China Shipbuilding Industry Co. Ltd.,15264400,"$11,499,332.30 ",0.002679959,Construction Machinery & Heavy Trucks,CN,---
,6430140,56190,SFA Engineering Corp.,287743,"$11,492,699.23 ",0.002678414,Electronic Equipment & Instruments,KR,---
,B4PTLY0,KRU,KRUK SA,260103,"$11,482,903.34 ",0.002676131,Consumer Finance,PL,---
,6174620,4733,OBIC Business Consultants Co. Ltd.,244108,"$11,476,625.48 ",0.002674668,Application Software,JP,---
,2795371,SMF,SEMAFO Inc.,5519450,"$11,476,273.54 ",0.002674586,Gold,CA,---
,BFB3ZZ2,BKBR3,BK Brasil Operacao e Assessoria a Restaurantes SA,2587772,"$11,473,916.09 ",0.002674036,Restaurants,BR,---
,BG0T3J8,ELK,Elkem ASA,4066601,"$11,467,623.06 ",0.002672569,Specialty Chemicals,NO,---
,6357368,9757,Funai Soken Holdings Inc.,506692,"$11,464,075.74 ",0.002671743,Research & Consulting Services,JP,---
,B0LDD86,LEHN,LEM Holding SA,7780,"$11,433,459.97 ",0.002664608,Electronic Equipment & Instruments,CH,---
,BZ3D550,NATCOPHARM,Natco Pharma Ltd.,1373903,"$11,426,563.84 ",0.002663,Pharmaceuticals,IN,---
,B1W7FX3,VTBR,VTB Bank PJSC,7803248,"$11,425,611.23 ",0.002662778,Diversified Banks,RU,GDR
,BJ62K79,TS0U,OUE Commercial REIT,27208844,"$11,420,148.32 ",0.002661505,Diversified REITs,SG,---
,BYY2W03,LALPATHLAB,Dr Lal PathLabs Ltd.,545182,"$11,412,550.71 ",0.002659735,Health Care Services,IN,---
,6433105,3865,Hokuetsu Corp.,2219109,"$11,408,099.59 ",0.002658697,Paper Products,JP,---
,B095WZ4,IPL,Imperial Logistics Ltd.,2729205,"$11,402,425.15 ",0.002657375,Air Freight & Logistics,ZA,---
,B8W8F13,ALR,ALIOR BANK SA,1507312,"$11,388,004.56 ",0.002654014,Diversified Banks,PL,---
,6703400,2281,Prima Meat Packers Ltd.,490187,"$11,384,779.26 ",0.002653262,Packaged Foods & Meats,JP,---
,6895879,5423,Tokyo Steel Manufacturing Co. Ltd.,1574914,"$11,381,316.71 ",0.002652455,Steel,JP,---
,6806008,6222,Shima Seiki Manufacturing Ltd.,489190,"$11,355,724.97 ",0.002646491,Industrial Machinery,JP,---
,B1FJ6T9,BACHOCOB,Industrias Bachoco SAB de CV,2636508,"$11,354,798.17 ",0.002646275,Packaged Foods & Meats,MX,---
,B3XSP95,95700,Genexine Co. Ltd.,211464,"$11,348,347.81 ",0.002644772,Biotechnology,KR,---
,B0YZFP0,4569,KYORIN Holdings Inc.,650651,"$11,339,434.09 ",0.002642695,Pharmaceuticals,JP,---
,B12W5L6,JSE,JSE Ltd.,1325852,"$11,337,743.70 ",0.002642301,Financial Exchanges & Data,ZA,---
,6671477,855,China Water Affairs Group Ltd.,15148504,"$11,334,747.54 ",0.002641602,Water Utilities,BM,---
,6433473,IPCALAB,Ipca Laboratories Ltd.,711558,"$11,330,650.07 ",0.002640647,Pharmaceuticals,IN,---
,B3K5QQ3,CLA B,Cloetta AB,3341074,"$11,330,142.48 ",0.002640529,Packaged Foods & Meats,SE,---
,6381691,1707,Grape King Bio Ltd.,1738683,"$11,311,479.11 ",0.00263618,Personal Products,TW,---
,B28RMY4,SLR,Silver Lake Resources Ltd.,12061959,"$11,305,175.10 ",0.00263471,Gold,AU,---
,BD6C2P9,6196,Strike Co. Ltd.,224779,"$11,297,143.98 ",0.002632839,Investment Banking & Brokerage,JP,---
,B130WD0,RATO B,Ratos AB,3164394,"$11,286,282.27 ",0.002630307,Asset Management & Custody Banks,SE,---
,B0NHMM3,4985,Earth Corp.,216129,"$11,282,105.55 ",0.002629334,Household Products,JP,---
,BD6F8V6,LTI,Larsen & Toubro Infotech Ltd.,459868,"$11,281,619.41 ",0.002629221,IT Consulting & Other Services,IN,---
,BYX20P5,214320,Innocean Worldwide Inc.,183786,"$11,275,924.21 ",0.002627893,Advertising,KR,---
,6871783,4626,Taiyo Holdings Co. Ltd.,277093,"$11,271,232.88 ",0.0026268,Specialty Chemicals,JP,---
,6899581,4553,Towa Pharmaceutical Co. Ltd.,433314,"$11,259,733.62 ",0.00262412,Pharmaceuticals,JP,---
,B725S29,PGOLD,Puregold Price Club Inc.,14361155,"$11,259,332.28 ",0.002624027,Hypermarkets & Super Centers,PH,---
,6638115,4370,NongShim Co. Ltd.,54161,"$11,258,715.54 ",0.002623883,Packaged Foods & Meats,KR,---
,6451817,6737,Eizo Corp.,315768,"$11,253,832.61 ",0.002622745,"Technology Hardware, Storage & Periphera",JP,---
,BF25643,7198,Aruhi Corp.,548018,"$11,252,582.21 ",0.002622453,Thrifts & Mortgage Finance,JP,---
,6698755,GLENMARK,Glenmark Pharmaceuticals Ltd.,2307787,"$11,234,464.31 ",0.002618231,Pharmaceuticals,IN,---
,6019419,8515,Aiful Corp.,4847761,"$11,232,095.15 ",0.002617679,Consumer Finance,JP,---
,6139726,HINDZINC,Hindustan Zinc Ltd.,3821137,"$11,230,283.40 ",0.002617257,Diversified Metals & Mining,IN,---
,6320832,9938,Taiwan Paiho Ltd.,3993592,"$11,229,089.76 ",0.002616978,Textiles,TW,---
,5949777,ISR,Isra Vision AG,258000,"$11,224,301.60 ",0.002615863,Electronic Equipment & Instruments,DE,---
,6196077,900905,Lao Feng Xiang Co. Ltd.,3430927,"$11,223,435.32 ",0.002615661,"Apparel, Accessories & Luxury Goods",CN,---
,BP3R303,600999,China Merchants Securities Co. Ltd.,4263279,"$11,218,851.32 ",0.002614592,Investment Banking & Brokerage,CN,---
,B2927P4,EB5,First Resources Ltd.,7937383,"$11,213,357.17 ",0.002613312,Agricultural Products,SG,---
,BZBY737,NSI,NSI NV,230021,"$11,204,191.55 ",0.002611176,Office REITs,NL,---
,6732716,OGDC,Oil & Gas Development Co. Ltd.,12146036,"$11,180,764.47 ",0.002605716,Oil & Gas Exploration & Production,PK,---
,B1Y3VL9,2157,Koshidaka Holdings Co. Ltd.,739688,"$11,176,775.61 ",0.002604786,Leisure Facilities,JP,---
,B3LF565,11210,Hyundai Wia Corp.,257642,"$11,163,596.29 ",0.002601715,Auto Parts & Equipment,KR,---
,6209748,IMF,IMF Bentham Ltd.,3560005,"$11,162,560.41 ",0.002601474,Specialized Finance,AU,---
,6173843,VHP,Vital Healthcare Property Trust,5874383,"$11,159,682.01 ",0.002600803,Health Care REITs,NZ,---
,6894876,8616,Tokai Tokyo Financial Holdings Inc.,3741329,"$11,159,541.83 ",0.00260077,Investment Banking & Brokerage,JP,---
,B28PS95,UBXN,u-blox Holding AG,110348,"$11,157,852.92 ",0.002600376,Semiconductors,CH,---
,BFNBJ41,BTPS,Bank Tabungan Pensiunan Nasional Syariah Tbk PT,36441800,"$11,148,746.45 ",0.002598254,Regional Banks,ID,---
,6381828,6116,HannStar Display Corp.,41264793,"$11,145,317.42 ",0.002597455,Electronic Manufacturing Services,TW,---
,B05Q3L4,O32,Olam International Ltd.,8280695,"$11,144,393.11 ",0.00259724,Food Distributors,SG,---
,6728793,1208,MMG Ltd.,37085972,"$11,143,443.17 ",0.002597018,Diversified Metals & Mining,HK,---
,B01T146,3690,Korean Reinsurance Co.,1414705,"$11,141,588.74 ",0.002596586,Reinsurance,KR,---
,B051DV9,ACCEL,Accell Group NV,384372,"$11,141,388.07 ",0.002596539,Leisure Products,NL,---
,BSM67Y4,CBG-F,Carabao Group PCL,3973484,"$11,130,983.09 ",0.002594114,Soft Drinks,TH,---
,6665878,LPPF,Matahari Department Store Tbk PT,36670534,"$11,120,859.04 ",0.002591755,Department Stores,ID,---
,6304728,CESC,CESC Ltd.,1076743,"$11,117,834.03 ",0.00259105,Electric Utilities,IN,---
,B282PJ5,HBL,Habib Bank Ltd.,10934799,"$11,109,252.86 ",0.00258905,Diversified Banks,PK,---
,6835422,900926,Shanghai Baosight Software Co. Ltd. Class B,5817623,"$11,104,277.13 ",0.00258789,Application Software,CN,---
,B6VGS93,SUNWAY,Sunway Bhd.,25191740,"$11,084,590.63 ",0.002583302,Diversified Real Estate Activites,MY,---
,6638331,7943,Nichiha Corp.,452263,"$11,084,451.10 ",0.00258327,Building Products,JP,---
,B131QN1,3050,Southern Province Cement Co.,644330,"$11,068,517.55 ",0.002579557,Construction Materials,SA,---
,BD0BBZ5,294870,HDC Hyundai Development Co-Engineering & Construction,500513,"$11,066,916.66 ",0.002579183,Construction & Engineering,KR,---
,6298821,ELTR,Electra Ltd./Israel,24862,"$11,059,056.78 ",0.002577352,Construction & Engineering,IL,---
,6605830,8153,MOS Food Services Inc.,399825,"$11,049,604.65 ",0.002575149,Restaurants,JP,---
,6211679,42670,Doosan Infracore Co. Ltd.,2307603,"$11,045,859.09 ",0.002574276,Construction Machinery & Heavy Trucks,KR,---
,B056381,3443,Global Unichip Corp.,1371525,"$11,039,685.39 ",0.002572837,Semiconductors,TW,---
,6155818,BURG,Burgan Bank SAK,11008532,"$11,038,924.90 ",0.00257266,Diversified Banks,KW,---
,6139470,HRHO,Egyptian Financial Group-Hermes Holding Co.,10439149,"$11,036,466.11 ",0.002572087,Investment Banking & Brokerage,EG,---
,486622,KLR,Keller Group plc,1111304,"$11,022,797.89 ",0.002568901,Construction & Engineering,GB,---
,B9M2YJ3,SCL,ShawCor Ltd.,1142032,"$11,019,722.74 ",0.002568185,Oil & Gas Equipment & Services,CA,---
,BGLPC98,BWLPG,BW LPG Ltd.,1311727,"$11,018,338.37 ",0.002567862,Oil & Gas Storage & Transportation,BM,---
,B64H9N4,JKS,JinkoSolar Holding Co. Ltd. ADR,489158,"$11,001,163.42 ",0.002563859,Semiconductors,KY,ADR
,BYT05J2,FLOW,Flow Traders,454585,"$10,979,460.31 ",0.002558801,Investment Banking & Brokerage,NL,---
,6496432,4000,LOTTE Fine Chemical Co. Ltd.,281250,"$10,971,234.78 ",0.002556884,Diversified Chemicals,KR,---
,6358004,GUD,GUD Holdings Ltd.,1408749,"$10,970,674.30 ",0.002556754,Auto Parts & Equipment,AU,---
,BP3R3G9,600690,Haier Smart Home Co. Ltd.,3911494,"$10,968,825.20 ",0.002556323,Household Appliances,CN,---
,6616876,7419,Nojima Corp.,526464,"$10,963,186.37 ",0.002555009,Computer & Electronics Retail,JP,---
,465740,MTO,Mitie Group plc,5695161,"$10,959,742.20 ",0.002554206,Environmental & Facilities Services,GB,---
,B8KB138,WTE,Westshore Terminals Investment Corp.,750622,"$10,953,977.05 ",0.002552863,Marine Ports & Services,CA,---
,7264809,JUVE,Juventus Football Club SPA,7824942,"$10,949,045.40 ",0.002551713,Movies & Entertainment,IT,---
,6483821,8016,Onward Holdings Co. Ltd.,1835044,"$10,945,595.56 ",0.002550909,"Apparel, Accessories & Luxury Goods",JP,---
,6721004,1926,Raito Kogyo Co. Ltd.,756925,"$10,940,255.46 ",0.002549665,Construction & Engineering,JP,---
,B39GMS1,3813,Pou Sheng International Holdings Ltd.,34671524,"$10,938,178.29 ",0.002549181,Apparel Retail,BM,---
,B03J9L7,AIRASIA,AirAsia Group Bhd.,26288654,"$10,930,349.52 ",0.002547356,Airlines,MY,---
,B02PD81,NIITTECH,NIIT Technologies Ltd.,490619,"$10,928,223.24 ",0.00254686,IT Consulting & Other Services,IN,---
,B00W4D6,512,China Grand Pharmaceutical and Healthcare Holdings Ltd.,20044239,"$10,917,564.13 ",0.002544376,Pharmaceuticals,BM,---
,6045878,8219,Aoyama Trading Co. Ltd.,775710,"$10,915,774.61 ",0.002543959,Apparel Retail,JP,---
,6345460,1083,Towngas China Co. Ltd.,15738098,"$10,902,107.37 ",0.002540774,Gas Utilities,KY,---
,B3PQXL5,8715,Anicom Holdings Inc.,322966,"$10,896,107.12 ",0.002539376,Property & Casualty Insurance,JP,---
,B59SPB5,MVID,M.Video PJSC,1304245,"$10,886,178.72 ",0.002537062,Computer & Electronics Retail,RU,---
,2877149,AUOTY,AU Optronics Corp.,3328829,"$10,885,270.83 ",0.00253685,Electronic Components,TW,ADR
,BYP20B9,6532,BayCurrent Consulting Inc.,213107,"$10,879,979.73 ",0.002535617,Research & Consulting Services,JP,---
,B6QCFP1,CKF,Collins Foods Ltd.,1739961,"$10,872,610.58 ",0.0025339,Restaurants,AU,---
,BD96HP3,3543,KOMEDA Holdings Co. Ltd.,557541,"$10,872,485.61 ",0.002533871,Restaurants,JP,---
,6802686,900933,Huaxin Cement Co. Ltd. Class B,5224863,"$10,857,693.28 ",0.002530423,Construction Materials,CN,---
,BFRB2W6,799,IGG Inc.,14696862,"$10,853,222.04 ",0.002529381,Interactive Home Entertainment,KY,---
,B4WQMV8,SPG,Super Group Ltd./South Africa,5342152,"$10,853,092.18 ",0.002529351,Automotive Retail,ZA,---
,B4MXNL6,OBEROIRLTY,Oberoi Realty Ltd.,1459693,"$10,850,577.48 ",0.002528765,Real Estate Development,IN,---
,6579010,598,Sinotrans Ltd.,31872377,"$10,840,730.41 ",0.00252647,Air Freight & Logistics,CN,---
,B2RJPM0,BSDE,Bumi Serpong Damai Tbk PT,120186446,"$10,831,634.08 ",0.00252435,Real Estate Development,ID,---
,BWXTK30,ECL,ENGIE ENERGIA CHILE SA,7111317,"$10,830,482.64 ",0.002524082,Electric Utilities,CL,---
,6374947,SRF,SRF Ltd.,224988,"$10,829,050.26 ",0.002523748,Diversified Chemicals,IN,---
,BFPM3C8,64350,Hyundai Rotem Co. Ltd.,804368,"$10,824,716.68 ",0.002522738,Construction Machinery & Heavy Trucks,KR,---
,B03MS64,ENKAI,Enka Insaat ve Sanayi AS,10017621,"$10,814,503.62 ",0.002520358,Industrial Conglomerates,TR,---
,B0N9WZ2,5741,UACJ Corp.,475802,"$10,812,369.41 ",0.00251986,Aluminum,JP,---
,BYYNFR4,BWO,BW Offshore Ltd.,1436603,"$10,785,953.93 ",0.002513704,Oil & Gas Equipment & Services,BM,---
,6461601,8098,Inabata & Co. Ltd.,721531,"$10,779,598.41 ",0.002512223,Trading Companies & Distributors,JP,---
,B407NK9,---,Hana Microelectronics PCL (Foreign),9369258,"$10,776,502.44 ",0.002511501,Electronic Manufacturing Services,TH,---
,BK57TY2,LK,Luckin Coffee Inc. ADR,273793,"$10,776,492.48 ",0.002511499,Restaurants,KY,ADR
,5763201,VCT,Vicat SA,237984,"$10,770,395.34 ",0.002510078,Construction Materials,FR,---
,2932220,CONCHATORO,Vina Concha y Toro SA,5714453,"$10,769,432.89 ",0.002509854,Distillers & Vintners,CL,---
,BD0TSX6,BFF,Banca Farmafactoring SPA,1796460,"$10,760,017.21 ",0.002507659,Specialized Finance,IT,---
,6774785,6707,Sanken Electric Co. Ltd.,351834,"$10,756,210.18 ",0.002506772,Semiconductors,JP,---
,BF52H71,DGH,Distell Group Holdings Ltd.,1135798,"$10,755,544.68 ",0.002506617,Distillers & Vintners,ZA,---
,5232671,UPONOR,Uponor Oyj,822137,"$10,749,549.39 ",0.00250522,Building Products,FI,---
,B0LX4M7,PVR,PVR Ltd.,403159,"$10,728,249.59 ",0.002500256,Movies & Entertainment,IN,---
,6292782,PME,Pro Medicus Ltd.,684628,"$10,722,799.52 ",0.002498986,Health Care Technology,AU,---
,B2QG180,7030,Mobile Telecommunications Co. Saudi Arabia,3423879,"$10,715,212.78 ",0.002497218,Wireless Telecommunication Services,SA,---
,6139931,GILLETTE,Gillette India Ltd.,116135,"$10,703,018.10 ",0.002494376,Personal Products,IN,---
,BYYNHB2,215600,SillaJen Inc.,854669,"$10,697,324.92 ",0.002493049,Biotechnology,KR,---
,B6WTLK3,1810,Seera Group Holding,1828738,"$10,678,178.68 ",0.002488587,"Hotels, Resorts & Cruise Lines",SA,---
,6640325,1950,Nippon Densetsu Kogyo Co. Ltd.,518652,"$10,674,166.39 ",0.002487652,Construction & Engineering,JP,---
,B9B4FJ7,NEA,nearmap Ltd.,5978135,"$10,660,345.42 ",0.002484431,Application Software,AU,---
,2228532,CBD,Cia Brasileira de Distribuicao ADR,487223,"$10,655,567.01 ",0.002483317,Hypermarkets & Super Centers,BR,ADR
,BKF05R6,BDRILL,Borr Drilling Ltd.,1233660,"$10,637,564.29 ",0.002479121,Oil & Gas Drilling,BM,---
,BF1QN02,TOA-F,TOA Paint Thailand PCL,8122121,"$10,628,349.55 ",0.002476974,Commodity Chemicals,TH,---
,6643647,7105,Mitsubishi Logisnext Co. Ltd.,838704,"$10,619,262.35 ",0.002474856,Construction Machinery & Heavy Trucks,JP,---
,B0V3YP0,68760,Celltrion Pharm Inc.,309857,"$10,615,203.78 ",0.00247391,Pharmaceuticals,KR,---
,B0QH446,4975,JCU Corp.,359354,"$10,614,502.90 ",0.002473747,Specialty Chemicals,JP,---
,BYV0MC2,PHM,Pharma Mar SA,2655058,"$10,613,896.83 ",0.002473606,Biotechnology,ES,---
,BB96Z33,175330,JB Financial Group Co. Ltd.,2236748,"$10,611,940.43 ",0.00247315,Diversified Banks,KR,---
,B5M70F8,4915,Primax Electronics Ltd.,5010882,"$10,611,315.95 ",0.002473004,"Technology Hardware, Storage & Periphera",TW,---
,6910824,UMW,UMW Holdings Bhd.,9634236,"$10,590,203.59 ",0.002468084,Automobile Manufacturers,MY,---
,6159478,200625,Chongqing Changan Automobile Co. Ltd. Class B,17542145,"$10,588,698.24 ",0.002467733,Automobile Manufacturers,CN,---
,B188CY0,ABIO,Albioma SA,362402,"$10,584,739.73 ",0.00246681,Renewable Electricity,FR,---
,B297JM0,2231,Cub Elecparts Inc.,1270736,"$10,581,449.71 ",0.002466044,Auto Parts & Equipment,TW,---
,BYWPGC4,6169,China Yuhua Education Corp. Ltd.,15657276,"$10,581,328.14 ",0.002466015,Education Services,KY,---
,6250412,7278,Exedy Corp.,467658,"$10,579,118.02 ",0.0024655,Auto Parts & Equipment,JP,---
,B15C739,GFH,GFH FINANCIAL GROUP BSC,46277668,"$10,579,038.49 ",0.002465482,Investment Banking & Brokerage,BH,---
,BDRHD05,6158,Zhenro Properties Group Ltd.,14721494,"$10,578,530.55 ",0.002465363,Real Estate Development,KY,---
,B3PSSB6,4147,TaiMed Biologics Inc.,3201087,"$10,575,549.14 ",0.002464669,Biotechnology,TW,---
,B7395C9,VIV,Telefonica Brasil SA,737788,"$10,565,124.16 ",0.002462239,Integrated Telecommunication Services,BR,ADR
,BYSGKW9,CGC,Costa Group Holdings Ltd.,6086148,"$10,562,575.24 ",0.002461645,Agricultural Products,AU,---
,B7YZMK3,BCH-F,Bangkok Chain Hospital PCL,18517977,"$10,557,483.48 ",0.002460458,Health Care Facilities,TH,---
,B0BSM06,8150,ChipMOS Technologies Inc.,9199348,"$10,527,175.12 ",0.002453395,Semiconductors,TW,---
,B4Y0230,CARM,Carmila SA,468921,"$10,520,283.40 ",0.002451789,Retail REITs,FR,---
,B03MZJ6,YKBNK,Yapi ve Kredi Bankasi AS,25238343,"$10,516,938.23 ",0.002451009,Diversified Banks,TR,---
,6638546,6996,Nichicon Corp.,1012262,"$10,511,365.68 ",0.00244971,Electronic Components,JP,---
,6657983,8397,Bank of Okinawa Ltd.,313101,"$10,507,264.91 ",0.002448755,Regional Banks,JP,---
,6476218,9787,Aeon Delight Co. Ltd.,292559,"$10,505,130.64 ",0.002448257,Environmental & Facilities Services,JP,---
,6570660,5344,Maruwa Co. Ltd./Aichi,135595,"$10,487,709.41 ",0.002444197,Electronic Components,JP,---
,BYXBG32,1458,Zhou Hei Ya International Holdings Co. Ltd.,14694825,"$10,487,389.23 ",0.002444123,Packaged Foods & Meats,KY,---
,6350497,2451,Transcend Information Inc.,4032325,"$10,486,535.29 ",0.002443924,"Technology Hardware, Storage & Periphera",TW,---
,B2RCGV5,TTKOM,Turk Telekomunikasyon AS,8463810,"$10,479,546.79 ",0.002442295,Integrated Telecommunication Services,TR,---
,B45LHQ0,20150,Iljin Materials Co. Ltd.,284420,"$10,473,872.82 ",0.002440973,Electronic Components,KR,---
,6388788,BALKRISIND,Balkrishna Industries Ltd.,754172,"$10,469,374.41 ",0.002439924,Tires & Rubber,IN,---
,6480082,173,K Wah International Holdings Ltd.,18744761,"$10,462,959.71 ",0.002438429,Real Estate Development,BM,---
,6713670,CK-F,CH Karnchang PCL,16517404,"$10,462,949.98 ",0.002438427,Construction & Engineering,TH,---
,7106354,NKT,NKT A/S,433035,"$10,462,046.41 ",0.002438216,Electrical Components & Equipment,DK,---
,BP3R2Y0,600019,Baoshan Iron & Steel Co. Ltd.,12675544,"$10,458,161.69 ",0.002437311,Steel,CN,---
,B1CNDB5,CC3,StarHub Ltd.,9908714,"$10,457,655.94 ",0.002437193,Wireless Telecommunication Services,SG,---
,BD0RYG5,VBL,Varun Beverages Ltd.,1052315,"$10,448,068.03 ",0.002434959,Soft Drinks,IN,---
,6661843,6622,Daihen Corp.,316958,"$10,441,411.01 ",0.002433407,Heavy Electrical Equipment,JP,---
,6368616,6289,Giken Ltd.,226888,"$10,438,439.69 ",0.002432715,Industrial Machinery,JP,---
,6484181,9869,Kato Sangyo Co. Ltd.,318218,"$10,427,575.31 ",0.002430183,Food Distributors,JP,---
,6660936,9936,Ohsho Food Service Corp.,174994,"$10,422,906.07 ",0.002429095,Restaurants,JP,---
,BYNZ5N7,SBANK,Sbanken ASA,1223411,"$10,413,254.39 ",0.002426845,Diversified Banks,NO,---
,BYWRSX5,1337,Razer Inc.,63723810,"$10,405,610.12 ",0.002425064,"Technology Hardware, Storage & Periphera",KY,---
